Nhan ??,Nhan ?? khác,Tác gi?,Tác gi? khác,Ch? ??,Thông tin xu?t b?n,Barcode
Xung ch?n k? nguyên ??t bi?n / H? Quang L?i, ,"H?, Quang L?i", ,"Chính tr? xã h?i;""K? nguyên ??t bi?n"";""??t bi?n""","Hà N?i : Quân ??i nhân dân, 2011","VV00000399;""VV00000398"";""VV00000397"""
Nâng cao n?ng l?c xu?t kh?u nhóm hàng nông lâm th?y s?n c?a Vi?t nam sang th? tr??ng Nh?t b?n (sách chuyên kh?o) / Bùi Ng?c S?n, ,"Bùi, Ng?c S?n", ,"Kinh t? th??ng m?i;""Th? tr??ng Nh?t b?n"";""Xu?t kh?u"";""Hàng nông lâm th?y s?n""","Hà N?i : ?HQG Hà n?i, 2011","VV00009633;""VV00009632"";""VV00009631"""
"Liên minh châu Âu hai th?p k? ??u th? k? XXI (sách chuyên kh?o) / PGS,TS. ?inh Công Tu?n", ,"?inh, Công Tu?n, PGS.TS.", ,"Các n??c;""Liên minh châu Âu"";""Châu Âu""","Hà N?i : KHXH, 2011","Vc/92 54766;""Vc/92 54764"";""Vc/92 54765"""
M?t s? v?n ?? V?n hóa M? t? sau chi?n tranh th? gi?i th? hai / Lê ?ình Cúc, ,"Lê, ?ình Cúc", ,"V?n hóa xã h?i;""V?n hóa"";""M?""","Hà N?i : KHXH, 2011","Vc/92 54768;""Vc/92 54769"""
"T? t??ng Vi?t nam th? k? XV ??n th? k? XIX / PGS,TS. Doãn Chính", ,"Doãn Chính, PGS.TS.", ,"Tri?t h?c;""Tri?t h?c"";""T? t??ng"";""Vi?t Nam"";""L?ch s?""","Hà N?i : CTQG-S? th?t, 2011","Vc/92 54773;""Vc/92 54771"";""Vc/92 54772"""
Steve Jobs thiên tài gàn d? và câu chuy?n th?n k? v? qu? táo. / Leander Kahney, ,"Kahney, Leander","Nguy?n, ??c Vi?n, d?ch","Kinh t? doanh nghi?p;""Steve Job"";""Thiên tài công ngh?"";""Công nghi?p máy tính""","Hà N?i : Th?i ??i, 2011","Vc/92 54784;""VV00004523"";""VV00004522"";""VV00004521"";""VV00004520"";""VV00004519"";""VV00004524"";""VV00004517"";""VV00004516"";""VV00004515"";""VV00004514"";""VV00004518"""
Cái toàn th? và tr?t t? ?n. D?ch: Ti?t Hùng Thái / David Bohm, ,Bohm David, ,"Tri?t h?c;""Cái toàn th?"";""Tri?t h?c""","Hà N?i : Tri th?c, 2011","Vc/92 54793;""Vc/92 54791"";""Vc/92 54792"""
"Bài t?p và bài gi?i thanh toán qu?c t?. / GS,TS. Nguy?n V?n Ti?n, TS. Nguy?n Th? H?ng H?i, NCS. Nguy?n H?p Châu, NCS. Nguy?n Th? C?m Th?y", ,"Nguy?n, V?n Ti?n", ,"Ngân hàng - Tài chính;""Thanh toán qu?c t?"";""Bài t?p"";""Bài gi?i""","Hà N?i : Th?ng kê, 2012","VV00001952;""VV00001951"";""VV00001950"""
Qu?n tr? trong th?i kh?ng ho?ng. / Peter F. Drucker, ,"Drucker, Peter F.","H?i Ninh, d?ch","Khoa h?c qu?n lý;""Qu?n tr?"";""Kh?ng ho?ng"";""Qu?n lý cho t??ng lai"";""Qu?n lý theo m?c tiêu""","Hà N?i : ?H.KTQD, 2011","VV00007741;""VV00007740"";""VV00007739"";""VV00007738"";""VV00007737"";""VV00007736"";""VV00007735"";""VV00007734"";""VV00007733"""
Xã h?i h?c v? d? lu?n xã h?i / Nguy?n Quý Thanh, ,"Nguy?n, Quý Thanh", ,"Xã h?i h?c;""Xã h?i h?c"";""D? lu?n xã h?i""","Hà N?i : ?HQG Hà n?i, 2011","VV00010973;""VV00010972"";""VV00010971"";""VV00010970"""
"Hoàn thi?n t? ch?c và ho?t ??ng c?a b?, c? quan ngang b? trong quá trình c?i cách hành chính ? Vi?t nam / ??ng Xuân Ph??ng", ,"??ng, Xuân Ph??ng", ,"Chính tr? xã h?i;""B?"";""Chính tr? xã h?i"";""C? quan ngang b?"";""C?i cách hành chính""","Hà N?i : CTQG-S? th?t, 2011","VV00000396;""VV00000395"""
Lu?n bàn minh tri?t và minh tri?t Vi?t / Hoàng Ng?c Hi?n, ,"Hoàng, Ng?c Hi?n", ,"V?n hóa xã h?i;""Minh tri?t"";""Minh tri?t Vi?t""","Hà N?i : Tri th?c, 2011","Vc/92 54817;""Vc/92 54815"";""Vc/92 54816"""
"Quan h? M? - Trung, h?p tác và c?nh tranh lu?n gi?i d??i góc ?? cân b?ng quy?n l?c (sách tham kh?o) / Nguy?n Thái Yên H??ng", ,"Nguy?n, Thái Yên H??ng,", ,"Quan h? qu?c t?;""Quan h? qu?c t?"";""M?"";""Trung qu?c""","Hà N?i : CTQG-S? th?t, 2011","VV00013587;""VV00013586"""
T? truy?n Benjamin Franklin., , ,"Nguy?n, Th?y Khanh Ch??ng, d?ch","Các lo?i khác;""T? truy?n"";""Benjamin Franklin""","Hà N?i : Th?i ??i, 2011","Vc/92 54821;""Vc/92 54822"""
D?n d?t x?p - C?m nang dành cho nhà qu?n lý c?p trung / John Baldoni, ,"Baldoni, John","Y?n Trang, d?ch","Khoa h?c qu?n lý;""Nhà qu?n lý"";""Nhà qu?n lý c?p trung""","Hà N?i : L?XH, 2011","VV00007732;""VV00007731"";""VV00007730"";""VV00007729"";""VV00007728"";""VV00007727"";""VV00007726"";""VV00007725"";""VV00007724"""
Kinh d?ch ?ng d?ng trong kinh doanh. / Thiêu V?, ,Thiêu V?,"V?, Thúy, d?ch","Khoa h?c qu?n lý;""Qu?n lý h?c"";""Kinh d?ch"";""Kinh doanh"";""Trung qu?c""","Hà N?i : L?XH, 2011","VV00007723;""VV00007722"";""VV00007721"";""VV00007720"""
Lu?n ng? ?ng d?ng trong kinh doanh. / Thi?u V?, ,"Thi?u, V?","Ph?m, Th? Hòa, d?ch","Kinh t? doanh nghi?p;""Kinh doanh"";""??o ??c"";""Doanh nhân"";""Lu?n ng?""","Hà N?i : CTQG-S? th?t, 2011","VV00004513;""VV00004512"";""VV00004511"""
L?n ??u làm s?p. / Loren B. Bellker, ,"Bellker, Loren B.","Thu Hà, d?ch","khoa h?c qu?n lý;""Qu?n lý ??c ?áo"";""Nhà qu?n lý""","Hà N?i : L?XH, 2012","VV00007719;""VV00007718"";""VV00007717"""
Xã h?i h?c v?i lãnh ??o qu?n lý / Lê Ng?c Hùng, ,"Lê, Ng?c Hùng", ,"Khoa h?c qu?n lý;""Lãnh ??o"";""Qu?n lý""","Hà N?i : ?HQG Hà n?i, 2010","VV00007716;""VV00007715"";""VV00007714"""
Xây d?ng ??i tác chi?n l??c Vi?t nam - Nh?t b?n: N?i dung và l? trình (K? y?u h?i th?o) / Tr?n Quang Minh, ,"Tr?n, Quang Minh.","Ph?m, Quý Long, TS.","Quan h? qu?c t?;""Quan h? kinh t?"";""??i tác chi?n l??c"";""Vi?t nam"";""Nh?t b?n""","Hà N?i : T?BK, 2011","VV00013585;""VV00013584"";""VV00013583"""
Xây d?ng và hoàn thi?n h? th?ng pháp lu?t Vi?t nam trong b?i c?nh xây d?ng Nhà n??c pháp quy?n xã h?i ch? ngh?a /  Nguy?n Minh ?oan, ,"Nguy?n, Minh ?oan", ,"Lu?t;""H? th?ng pháp lu?t"";""Nhà n??c pháp quy?n"";""Vi?t nam"";""Xã h?i ch? ngh?a""","Hà N?i : CTQG-S? th?t, 2011","VV00013936;""VV00013935"""
101 tình hu?ng nhân s? nan gi?i. D?ch: Nguy?n ?ình Vi?n / Paul Falcone, ,Falcone Paul, ,"Kinh t? lao ??ng;""Qu?n lý nhân s?"";""Nhân s?""","Hà N?i : L?XH, 2011","VV00012734;""VV00012733"";""VV00012732"";""VV00012731"";""VV00012730"";""VV00012729"";""VV00012728"";""VV00012727"""
B?i cùng cá m?p mà không b? nu?t ch?ng. / Harvey B. Mackay, ,"Mackay, Harvey B.","Tr?n, Th? Minh Khuê, d?ch","Khoa h?c qu?n lý;""Bí quy?t thành công""","Hà N?i : L?XH, 2011","Vc/92 54881;""VV00007712"";""VV00007711"";""VV00007710"";""VV00007713"";""VV00007708"";""VV00007707"";""VV00007706"";""VV00007709"""
Tam qu?c @ di?n ngh?a. / Thành Quân ?c, ,"Thành, Quân ?c","Tr?n, Thu Hi?n, d?ch;""Nguy?n, Thanh Thúy, d?ch""","Khoa h?c qu?n lý;""Qu?n lý"";""Kinh doanh"";""Tam qu?c""","Hà N?i : L?XH, 2011","VV00007705;""VV00007704"";""VV00007703"";""VV00007702"";""VV00007701"";""VV00007700"""
Võ s? ??o linh h?n c?a Nh?t b?n. / Nitobe Inazo, ,Nitobe Inazo,"Lê, Ng?c Th?o, d?ch","V?n hóa xã h?i;""V?n hóa Nh?t"";""Võ s? ??o""","Hà N?i : Th?i ??i, 2011","Vc/92 54897;""Vc/92 54894"";""Vc/92 54896"""
"Nh?ng ??t phá c? b?n trong t? duy phát tri?n c?a ??ng C?ng s?n Trung qu?c (Sách chuyên kh?o) / PGS,TS. Nguy?n Kim B?o", ,"Nguy?n, Kim B?o, PGS.TS.", ,"Các n??c;""Trung qu?c"";""??ng C?ng s?n Trung qu?c""","Hà N?i : KHXH, 2011","Vc/92 54900;""Vc/92 54898"";""Vc/92 54899"""
Tây du @ ký. D?ch: Hoàng Ng?c C??ng; Lê Th? H??ng / Thành Quân ?c, ,"Thành, Quân ?c", ,"Tâm lý;""Tây du @ ký"";""Tâm lý""","Hà N?i : Th?i ??i, 2011","Vc/92 54904;""Vc/92 54905"";""Vc/92 54906"";""Vc/92 54907"";""Vc/92 54908"";""Vc/92 54901"";""Vc/92 54902"";""Vc/92 54903"""
"50 n?m chính sách gi?m sinh ? Vi?t nam (1961-2011): Thành t?u, tác ??ng và bài h?c kinh nghi?m / Nguy?n ?inh C?", ,"Nguy?n, ?inh C?", ,"Kinh t? lao ??ng;""Dân s?"";""Chính sách gi?m sinh""","Hà N?i : ?H.KTQD, 2011","VV00012726;""VV00012725"";""VV00012724"""
Làm nên - 12 nhân t? làm nên ng??i thành công / H.N. Casson, ,Casson H.N., ,"Các lo?i khác;""Bí quy?t ?? thành công""","Hà N?i : L?XH, 2012","Vc/92 54917;""Vc/92 54918"";""Vc/92 54919"";""Vc/92 54920"";""Vc/92 54921"";""Vc/92 54914"";""Vc/92 54915"";""Vc/92 54916"""
Nh?ng quy lu?t m?i trong bán l? - Bí quy?t ?? thành công t?i nh?ng th? tr??ng kh?c nghi?t nh?t th? gi?i. D?ch: Ph??ng Thúy / Robin Lewis, ,"Lewis, Robin",Michael Dart,"Kinh t? th??ng m?i;""Kinh t? th??ng m?i"";""Bán l?""","Tp. H? Chí Minh : T?ng h?p Tp. H? Chí Minh, 2011","VV00009641;""VV00009640"";""VV00009639"";""VV00009638"";""VV00009637"";""VV00009636"";""VV00009635"";""VV00009634"""
90 giây ?? thu hút b?t k? ai / Nicholas Boothman, ,Boothman Nicholas, ,"Tâm lý;""Tâm lý"";""Ngh? thu?t giao ti?p""","Hà N?i : L?XH, 2011","Vc/92 54934;""Vc/92 54935"";""Vc/92 54936"""
Gi?c m? Trung qu?c. T? duy n??c l?n và ??nh v? chi?n l??c trong th?i ??i h?u M? / L?u Minh Phúc, ,"L?u, Minh Phúc", ,"Các n??c;""??nh v? chi?n l??c"";""Gi?c m? Trung qu?c"";""Th?i ??i h?u M?"";""Trung qu?c""","Hà N?i : Th?i ??i, 2011","Vc/92 54941;""Vc/92 54938"";""Vc/92 54939"""
M?t s? ??c ?i?m n?i b?t c?a th? gi?i và khu v?c nh?ng n?m ??u th? k? 21 / Nguy?n Xuân Th?ng, ,"Nguy?n, Xuân Th?ng","Nguy?n, M?nh Hùng","Các n??c;""Th? gi?i"";""Th? k? XXI"";""Quan h? qu?c t?""","Hà N?i : KHXH, 2011","Vc/92 54945;""Vc/92 54943"";""Vc/92 54944"""
T?i ?a hóa n?ng l?c nhân viên: Các chi?n l??c phát tri?n nhân tài nhanh chóng và hi?u qu? / William J. Rothwell, ,Rothwell William J., ,"Kinh t? lao ??ng;""Nhân tài"";""N?ng l?c nhân viên"";""Chi?n l??c phát tri?n nhân tài""","Hà N?i : L?XH, 2011","VV00012723;""VV00012722"";""VV00012721"";""VV00012720"";""VV00012719"";""VV00012718"";""VV00012717"";""VV00012716"""
Tinh th?n ??ng v?t. T?m quan tr?ng và cách th?c tâm lý con ng??i ??nh h??ng n?n kinh t? / George A. Akerlor, ,Akerlor George A.,Robert J. Shiller,"Kinh t? h?c;""Kinh t? v? mô"";""Kinh t? h?c hành vi"";""Suy thoái kinh t?"";""Tinh th?n ??ng v?t""","Hà N?i : Th?i ??i, 2011","VV00011685;""VV00011684"";""VV00011683"";""VV00011682"";""VV00011681"";""VV00011680"";""VV00011679"";""VV00011678"""
Kinh t? Vi?t nam. Lý lu?n và th?c ti?n / Võ ??i L??c, ,"Võ, ??i L??c", ,"Kinh t? h?c;""Kinh t? Vi?t nam"";""Lý lu?n"";""Th?c ti?n""","Hà N?i : KHXH, 2011","VV00011677;""VV00011676"";""VV00011675"";""VV00011674"";""VV00011673"";""VV00011672"";""VV00011671"";""VV00011670"""
??i c??ng v? t? t??ng H? Chí Minh / Ths. Nguy?n Quang Trung, ,"Nguy?n, Quang Trung, ThS.", ,"T? t??ng H? Chí Minh;""H? Chí Minh"";""T? t??ng H? Chí Minh""","Hà N?i : L?XH, 2011","Vc/92 54979;""Vc/92 54980"";""Vc/92 54981"";""Vc/92 54982"";""Vc/92 54983"";""Vc/92 54984"";""Vc/92 54976"";""Vc/92 54977"";""Vc/92 54978"""
"Giáo trình. Lôgíc h?c (tài li?u h??ng d?n nghiên c?u và ?ng d?ng th?c ti?n) / PGS,TS. Tr?n ?ình Th?o", ,"Tr?n, ?ình Th?o, PGS.TS.", ,"Tri?t h?c;""Giáo trình"";""Tri?t h?c"";""Lôgíc h?c""","Hà N?i : CTQG-S? th?t, 2012","Vc/92 54989;""Vc/92 54987"";""Vc/92 54988"""
"Chuy?n ??i kinh t? ? Liên bang Nga. Lý lu?n, th?c ti?n và bài h?c kinh nghi?m / GS,TS. Nguy?n ?inh H??ng", ,"Nguy?n, ?inh H??ng, GS.TS.", ,"Kinh t? qu?c t?;""??i m?i kinh t?"";""Liên bang Nga""","Hà N?i : Lý lu?n Chính tr?, 2005","Vc/92 54993;""Vc/92 54994"";""Vc/92 54995"";""Vc/92 54991"";""Vc/92 54992"""
Phát tri?n c?c lo?i th? tr??ng trong n?n kinh t? th? tr??ng ??nh h??ng xã h?i ch? ngh?a ? Vi?t nam / Nguy?n ?inh H??ng, ,"Nguy?n, ?inh H??ng", ,"Kinh t? h?c;""Kinh t? th? tr??ng"";""??nh h??ng xã h?i ch? ngh?a""","Hà N?i : Lý lu?n Chính tr?, 2011","VV00011669;""VV00011668"""
Qu?n tr? d? án xây d?ng / S.Keoki Sears, ,Sears S.Keoki,"A.Sears Glenn;""H.Dough Richard"";""Th?o Nguyên, d?ch"";""Song Th??ng, d?ch""","Khoa h?c qu?n lý;""Qu?n lý d? án"";""Qu?n lý thi công"";""Ngành xây d?ng""","Tp. H? Chí Minh : T?ng h?p, 2011","VV00007768;""VV00007767"";""VV00007766"";""VV00007765"";""VV00007764"";""VV00007763"";""VV00007762"";""VV00007761"";""VV00007760"""
Nh?ng công c? thi?t y?u trong k? thu?t th? tr??ng tài chính / James Chen, ,Chen James, ,"Ngân hàng - Tài chính;""Th? tr??ng tài chính"";""Phân tích k? thu?t""","Tp. H? Chí Minh : T?ng h?p, 2012","VV00001994;""VV00001993"";""VV00001992"";""VV00001991"";""VV00001990"";""VV00001989"";""VV00001988"";""VV00001987"";""VV00001986"""
Ti?u s? Steve Jobs / Walter Isaacson, ,Isaacson Walter, ,"Kinh t? doanh nghi?p;""Steve Jobs"";""Ti?u s?"";""S? nghi?p""","Hà N?i : Th? gi?i, 2011","VV00004550;""VV00004549"""
Qu?n tr? tài chính doanh nghi?p / Nguy?n H?i S?n, ,"Nguy?n, H?i S?n", ,"Ngân hàng - Tài chính;""Qu?n tr? tài chính"";""Doanh nghi?p""","Hà N?i : Lao ??ng, 2012","VV00001985;""VV00001984"";""VV00001983"";""VV00001982"""
5 nhân t? vàng cho ng??i thành ??t / Lý Ti?n, ,Lý Ti?n,"Cao, Ki?n S?n, d?ch","Khoa h?c qu?n lý;""Bí quy?t thành công"";""Doanh nhân"";""Kinh doanh""","Hà N?i : L?XH, 2011","VV00004548;""VV00004547"";""VV00004546"""
Xây d?ng khung pháp lu?t Vi?t Nam v? s? d?ng kho?ng không v? tr? vì m?c ?ích hoà bình. Nh?ng lý lu?n và th?c ti?n / Nguy?n Bá Di?n, ,"Nguy?n, Bá Di?n", ,"Lu?t;""Khung pháp lu?t Vi?t nam"";""Kho?ng không v? tr?"";""Hòa bình""","Hà N?i : ?H.Qu?c Gia, 2011",VV00013949
Th?c thi quy?n s? h?u trí tu? trong ti?n trình h?i nh?p qu?c t?. Nh?ng v?n ?? lý lu?n và th?c ti?n (Sách chuyên kh?o) / Nguy?n Bá Di?n, ,"Nguy?n, Bá Di?n", ,"Lu?t;""S? h?u trí tu?"";""H?i nh?p qu?c t?""","Hà N?i : ?H.Qu?c Gia, 2010","VV00013948;""VV00013947"""
Ti?n t? ngân hàng và th? tr??ng tài chính / Nguy?n V?n Ng?c, ,"Nguy?n, V?n Ng?c", ,"Ngân hàng - Tài chính;""Ti?n t?"";""Ngân hàng"";""Th? tr??ng tài chính""","Hà N?i : ?H KTQD, 2011","VV00001981;""VV00001980"";""VV00001979"";""VV00001978"""
Marketing c?n b?n /  Ngô Th? Thu, ,"Ngô, Th? Thu","Tr?n, Th? Ng?c Trang;""Nguy?n, Xuân Qu?""","Marketing;""Marketing"";""Marketing c?n b?n""","Hà N?i : L?XH, 2011","VV00000968;""VV00000967"";""VV00000966"";""VV00000965"""
"Bài t?p, bài gi?i k? toán chi phí /  Hu?nh L?i", ,Hu?nh L?i, ,"K? toán - Ki?m toán;""Bài t?p k? toán chi phí"";""K? toán"";""K? toán chi phí"";""Bài gi?i k? toán chi phí""","Hà N?i : Tài chính, 2012","VV00003423;""VV00003422"";""VV00003421"""
K? ho?ch làm giàu 365 ngày / Napoleon Hill, ,Hill Napoleon,"Thanh Minh, d?ch","Các lo?i khác;""Bí quy?t thành công"";""K? ho?ch làm gi?u""","Hà N?i : L?XH, 2012","Vb/92 14182;""Vb/92 14183"";""Vb/92 14184"";""Vb/92 14185"";""Vb/92 14186"";""Vb/92 14187"";""Vb/92 14179"";""Vb/92 14180"";""Vb/92 14181"""
H? th?ng bài t?p k? toán và s? ?? k? toán hành chính s? nghi?p /  Võ V?n Nhi, ,"Võ, V?n Nhi", ,"K? toán - Ki?m toán;""Bài t?p k? toán"";""K? toán hành chính s? nghi?p"";""K? toán""","Hà N?i : Ph??ng ?ông, 2012","VV00003420;""VV00003419"";""VV00003418"""
Thông báo v?n hoá 2010, , , ,"V?n hoá xã h?i;""K? y?u v?n hóa"";""Thông báo v?n hóa""","Hà N?i : KHXH, 2011",Vb/92 14195
Gi?i phóng giá tr? ??t ?ai ?? cung c?p tài chính cho c? s? h? t?ng ?ô th?, , , ,"Kinh t? nông nghi?p;""Tài chính"";""C? s? h? t?ng"";""S? d?ng ??t ?ô th?""","Hà N?i : Ngân hàng TG, 2011",Vb/92 14197
L?ch s? các h?c thuy?t kinh t? / Mai Qu? Anh, ,"Mai, Qu? Anh","Ph?m, V?n Chi?u, (??ng ch? biên);""Nguy?n, Ng?c Thanh, (??ng ch? biên)""","Kinh t? h?c;""L?ch s? các h?c thuy?t kinh t?"";""T? duy kinh t?"";""Tri th?c kinh t?""","Hà N?i : ?HQG, 2011","VV00011705;""VV00011704"";""VV00011703"";""VV00011702"";""VV00011701"";""VV00011700"";""VV00011699"";""VV00011698"""
Tài chính công ty: các nguyên t?c c?n b?n và các áp d?ng / D??ng H?u H?nh, ,"D??ng, H?u H?nh", ,"Ngân hàng - Tài chính;""Tài chính công ty"";""Qu?n tr? tài chính"";""Nguyên t?c tài chính"";""Doanh nghi?p""","Hà N?i : Ph??ng ?ông, 2011","VV00001970;""VV00001977"";""VV00001976"";""VV00001975"";""VV00001974"";""VV00001973"";""VV00001972"";""VV00001971"";""VV00001970"""
Tâm lý b?y ?àn - Khám phá b?n ch?t con ng??i ?? thay ??i hành vi ?ám ?ông / Mark Earls, ,Earls Mark,"Hoàng Trung, d?ch;""Minh Th?, d?ch"";""Th?o Lâm, h.?""","Tâm lý;""Tâm lý b?y ?àn"";""Hành vi ?ám ?ông"";""Tâm lý""","Tp. H? Chí Minh : T?ng h?p, 2012","Vb/92 14221;""Vb/92 14222"";""Vb/92 14223"";""Vb/92 14224"";""Vb/92 14225"";""Vb/92 14226"";""Vb/92 14218"";""Vb/92 14219"";""Vb/92 14220"""
Grow rich! With peace of mind = Làm giàu / Napoleon Hill, ,Hill Napoleon,"Xuân Chi, d?ch;""Mai, Thanh Ti?p, d?ch""","Các lo?i khác;""làm gi?u"";""Bí quy?t thành công""","Hà N?i : L?XH, 2012","Vb/92 14233;""Vb/92 14234"";""Vb/92 14235"";""Vb/92 14236"";""Vb/92 14230"";""Vb/92 14231"";""Vb/92 14232"""
T? t??ng v? quy?n con ng??i (tuy?n t?p t? li?u th? gi?i và Vi?t Nam). Sách chuyên kh?o, , , ,"Lu?t;""Quy?n con ng??i"";""Nhân quy?n""","Hà N?i : L?XH, 2011","VV00013946;""VV00013945"""
Gi?i thi?u các v?n ki?n qu?c t? v? quy?n con ng??i, , , ,"Lu?t;""Quy?n con ng??i"";""V?n ki?n qu?c t?""","Hà N?i : L?XH, 2011","VV00013944;""VV00013943"""
Kinh t? v? mô - Bài t?p và ?áp án / Nguy?n V?n Dung, ,"Nguy?n, V?n Dung", ,"Kinh t? h?c;""Kinh t? v? mô"";""Bài t?p"";""?áp án""","Hà N?i : Ph??ng ?ông, 2012","VV00011686;""VV00011697"";""VV00011696"";""VV00011695"";""VV00011694"";""VV00011693"";""VV00011692"";""VV00011691"""
Giáo trình. Th?m ??nh giá b?t ??ng s?n / Ths Nguy?n Th? Ph??ng, ,"Nguy?n, Th? Ph??ng, ThS.", ,"Giá c?;""Th?m ??nh giá"";""Giáo trình"";""B?t ??ng s?n""","Hà N?i : Ph??ng ?ông, 2011","Vb/92 14259;""Vb/92 14260"";""Vb/92 14261"";""Vb/92 14262"";""Vb/92 14263"";""Vb/92 14264"";""Vb/92 14256"";""Vb/92 14257"";""Vb/92 14258"""
Th?nh v??ng tài chính tu?i 30 / Go Deuk Seong, ,Go Deuk Seong,"Jeong Seong Jin;""Choi Pyong Hee"";""Lê, Th? H?ng Lan, d?ch.""","Ngân hàng - Tài chính;""Tài chính"";""Bí quy?t thành công""","Hà N?i : L?XH, 2012","Vb/92 14272;""VV00001968"";""VV00001967"";""VV00001966"";""VV00001969"";""VV00001964"";""VV00001963"";""VV00001965"""
Qu?n tr? ngu?n nhân l?c - Bài t?p và nghiên c?u tình hu?ng / Bùi V?n Danh, ,"Bùi, V?n Danh","Nguy?n, V?n Dung;""Lê, Quang Kh?i""","Kinh t? lao ??ng;""Qu?n tr? ngu?n nhân l?c"";""Ngu?n nhân l?c""","Hà N?i : Ph??ng ?ông, 2011","VV00012750;""VV00012749"";""VV00012748"";""VV00012747"";""VV00012746"";""VV00012745"";""VV00012744"";""VV00012743"""
Qu?n tr? ngu?n nhân l?c /Bùi V?n Danh, ,"Bùi, V?n Danh","Nguy?n, V?n Dung;""Lê, Quang Khôi""","Kinh t? lao ??ng - Dân s?;""Ngu?n nhân l?c"";""Qu?n tr? ngu?n nhân l?c""","Hà N?i : Ph??ng ?ông, 2011","VV00012742;""VV00012741"";""VV00012740"";""VV00012739"";""VV00012738"";""VV00012737"";""VV00012736"";""VV00012735"""
Các lý thuy?t kinh t? trong b?i c?nh kh?ng ho?ng kinh t? toàn c?u và th?c ti?n Vi?t Nam ( Sách k? y?u h?i th?o khoa h?c qu?c gia), , , ,"Kinh t? h?c;""Lý thuy?t kinh t?"";""Kh?ng ho?ng kinh t?"";""Toàn c?u"";""Vi?t nam""","Hà N?i : ?HQG, 2010","VV00011690;""VV00011689"""
V??t qua kh?ng ho?ng: Phong cách qu?n lý ki?u Nh?t trong gi?i quy?t kh?ng ho?ng n?i b? doanh nghi?p / W.Edwards Deming, ,Deming W.Edwards, ,"Khoa h?c qu?n lý;""Qu?n lý doanh nghi?p""","Hà N?i : L?XH, 2012","VV00007759;""VV00007758"";""VV00007757"";""VV00007756"";""VV00007755"";""VV00007754"";""VV00007753"";""VV00007752"";""VV00007751"""
Cây ti?n / Lý Ti?u, ,Lý Ti?u,"Tr?n, Thu Hi?n, d?ch;""Nguy?n, Thanh Thuý, d?ch""","Marketing;""Marketing"";""Cây ti?n""","Hà N?i : L?XH, 2011","VV00000960;""VV00000959"";""VV00000958"";""VV00000957"";""VV00000956"";""VV00000955"";""VV00000954"";""VV00000953"""
Kinh t? h?c v? mô (Ph?n c? b?n) / Nguy?n Thái Th?o Vi, ,"Nguy?n, Thái Th?o Vi", ,"Kinh t? h?c;""Kinh t? h?c v? mô""","Hà N?i : Tài chính, 2011","VV00011688;""VV00011687"""
Qu?n tr? h?c - Bài t?p và nghiên c?u tình hu?ng / TS Bùi V?n Danh, ,"Bùi, V?n Danh,","Nguy?n, V?n Dung;""Lê, Quang Khôi""","Khoa h?c qu?n lý;""Qu?n tr? h?c"";""Câu h?i qu?n tr? h?c"";""Bài t?p qu?n tr? h?c"";""Tình hu?ng qu?n tr? h?c""","Hà N?i : Lao ??ng, 2011","VV00007750;""VV00007749"";""VV00007748"";""VV00007747"";""VV00007746"";""VV00007745"";""VV00007744"";""VV00007743"";""VV00007742"""
"D?ch v? Vi?t Nam 2020. H??ng t?i ch?t l??ng, hi?u qu? và hi?n ??i. (Sách chuyên kh?o) / Nguy?n H?ng S?n", ,"Nguy?n, H?ng S?n, Ch? biên", ,"Kinh t? công nghi?p;""D?ch v?"";""Vi?t nam""","Hà N?i : ?HQG, 2010","Vb/92 14343;""Vb/92 14344"";""Vb/92 14345"";""Vb/92 14346"";""Vb/92 14347"";""Vb/92 14348"";""Vb/92 14340"";""Vb/92 14341"";""Vb/92 14342"""
"Phát tri?n ngành d?ch v?: Xu h??ng,kinh nghi?m qu?c t?. (Sách chuyên kh?o) / Nguy?n H?ng S?n", ,"Nguy?n, H?ng S?n","Nguy?n, M?nh Hùng, (??ng ch? biên)","Kinh t? công nghi?p;""Ngành d?ch v?""","Hà N?i : ?HQG, 2010","Vb/92 14354;""Vb/92 14355"";""Vb/92 14356"";""Vb/92 14357"";""Vb/92 14358"";""Vb/92 14350"";""Vb/92 14351"";""Vb/92 14352"""
Kinh t? l??ng / Ths Hu?nh ??t Hùng, ,"Hu?nh, ??t Hùng, ThS.","Nguy?n, Khánh Bình, ThS.;""Ph?m, Xuân Giang, TS.""","Toán h?c;""Kinh t? l??ng""","Hà N?i : Ph??ng ?ông, 2011","Vb/92 14363;""Vb/92 14364"";""Vb/92 14365"";""Vb/92 14366"";""Vb/92 14367"";""Vb/92 14368"";""Vb/92 14360"";""Vb/92 14361"""
Qu?n tr? theo chu?i giá tr? s? / Andrias Meier, ,"Meier, Andrias","Henrik Stormer;""L?c, Th? H??ng, d?ch gi?"";""Ph?m, Th? Thanh H?ng, d?ch gi?"";""Ph?m, Th? Bích Ng?c, d?ch gi?"";""L?c, Th? Thu H??ng, h.?""","Kinh t? th??ng m?i;""Qu?n tr? theo chu?i giá tr? s?"";""Th??ng m?i ?i?n t?"";""Chu?i giá tr? s?""","Hà N?i : ?HKTQD, 2011","VV00009651;""VV00009650"";""VV00009649"";""VV00009648"";""VV00009647"";""VV00009646"";""VV00009645"";""VV00009644"""
